Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Letter Type
06/07/2016,03/14/2016,Liberty Drug & Surgical,New Jersey District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
06/07/2016,04/12/2016,Florida Institute for Reproductive Sciences and Technologies,Florida District Office,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",Warning Letter
06/07/2016,04/14/2016,Ultimate Weight Loss Co.,Florida District Office,Unapproved New Drugs/Misbranded,Warning Letter
06/07/2016,04/14/2016,Hollywood Skincare International Inc.,Florida District Office,Unapproved New Drugs/Misbranded,Warning Letter
06/07/2016,05/06/2016,Sweet Production Inc.,San Francisco District Office,Food Labeling/Misbranded,Warning Letter
06/07/2016,05/19/2016,RXQ Compounding LLC,Cincinnati District Office,Unapproved New Drug/Compounding/Misbranding/Adulterated,Warning Letter
06/07/2016,05/23/2016,Spectranetics Corporation,Denver District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
06/07/2016,05/27/2016,Ko Da Pharmaceutical Co Ltd,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
06/06/2016,06/01/2016,86 Harriet Ave Corporation DBA General Devices,New Jersey District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
05/31/2016,11/06/2015,Jh Seafood Supply Inc,Los Angeles District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/31/2016,03/10/2016,Complete Pharmacy and Medical Solutions LLC,Florida District Office,CGMP/Compounded Drugs/Misbranding,Warning Letter
05/31/2016,05/13/2016,Horizon Air Industries Inc.,Seattle District Office,Interstate Conveyance Sanitation Regulations,Warning Letter
05/31/2016,05/18/2016,Bedford Pharmacy,New England District Office,"Drug/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
05/31/2016,05/19/2016,Megafine Pharma Limited,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
05/31/2016,05/19/2016,"Seedling Enterprise, LLC",Detroit District Office,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/30/2016,05/20/2016,Corden Pharma Latina S.p.A.,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
05/27/2016,10/19/2015,Digitimer Ltd.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
05/24/2016,02/05/2016,Beauty & Health International Inc.,Los Angeles District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
05/24/2016,05/05/2016,"Banner Pharmacy Services, LLC",Los Angeles District Office,CGMP/Compounded Drugs/Misbranding,Warning Letter
05/24/2016,05/05/2016,"Renovis Surgical Technologies, Inc.",Los Angeles District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
05/24/2016,05/12/2016,"Somnowell, Inc.",New Orleans District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
05/24/2016,05/13/2016,Rocky Fork Formulas Inc,Cincinnati District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
05/24/2016,05/16/2016,BBT Biotech Gmbh,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
05/24/2016,05/16/2016,David Bridgewater,Cincinnati District Office,New Animal Drug/Adulterated,Warning Letter
05/24/2016,05/16/2016,Qiagen Sciences LLC,Baltimore District Office,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
05/24/2016,05/16/2016,N.A. Sales Company Inc.,San Francisco District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/23/2016,05/12/2016,Hannibal Company Inc,Cincinnati District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
05/23/2016,05/12/2016,"Tai Heng Industry Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
05/19/2016,05/05/2016,www.baracoatobacconist.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
05/19/2016,05/18/2016,khahan LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Section 301(tt) Violation,Warning Letter
05/17/2016,03/28/2016,Eclipse Aesthetics LLC,Dallas District Office,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated,Warning Letter
05/17/2016,05/06/2016,Economax LLC,New York District Office,Unapproved New Drugs/Misbranded,Warning Letter
05/16/2016,05/03/2016,"House of Webster, Inc",Dallas District Office,Acidified Foods/Prepared Packed or Held Under Insanitary Conditions,Warning Letter
05/16/2016,05/05/2016,"Empire Crab Company, Inc",Philadelphia District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/16/2016,05/10/2016,Reviva Labs Inc,New Jersey District Office,Unapproved New Drugs/Adulterated,Warning Letter
05/15/2016,04/28/2016,East Village Farm And Grocery,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
05/10/2016,04/26/2016,"S & S Foods, Inc.",Dallas District Office,Acidified Foods/Emergency Permit Control/Adulterated,Warning Letter
05/10/2016,04/27/2016,Riddhi USA Inc.,New York District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
05/10/2016,04/29/2016,"PharmaLogic CSP, Inc.",Baltimore District Office,CGMP/Compounded Drugs/Misbranding,Warning Letter
05/10/2016,05/02/2016,"Summit Beverage Group, LLC",Baltimore District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
05/09/2016,04/25/2016,Faye's Texas Naturals,Dallas District Office,Acidified Foods/Emergency Permit Control/Adulterated,Warning Letter
05/09/2016,04/27/2016,"Service First Pharmacies Inc, dba Madison Drugs",New Orleans District Office,CGMP/Compounded Drugs/Misbranding,Warning Letter
05/09/2016,04/28/2016,Macular Health,New Orleans District Office,New Drug/Misbranded,Warning Letter
05/09/2016,05/04/2016,Corey Kay,Kansas City District Office,Illegal Drug Residue,Warning Letter
05/09/2016,08/31/2016,TNT Pure Vapors,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
05/09/2016,08/31/2016,Gr8 E Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
05/09/2016,08/31/2016,The One Stop Vapor Shop,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
05/09/2016,08/31/2016,Vape Tekniq,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
05/03/2016,03/29/2016,"Oeyama-Moto-Medical Group Foundation, LLC",Center for Drug Evaluation and Research,Sponsor/Applicant/Monitor/Contract Research Organization,Warning Letter
05/03/2016,04/07/2016,"Apotheca Supply, Inc",New Orleans District Office,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
05/03/2016,04/15/2016,Pacific Nutritional Inc,Seattle District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
05/03/2016,04/15/2016,Dutch Kettle (The),Atlanta District Office,Acidified Foods/Emergency Permit Control/Adulterated,Warning Letter
05/03/2016,04/26/2016,"Home Style Foods, Inc.",Detroit District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/02/2016,03/17/2016,Grams Medical Inc.,Los Angeles District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
05/02/2016,04/20/2016,"Crescent Health Center, Inc",Los Angeles District Office,Unapproved New Drugs/Misbranded,Warning Letter
05/01/2016,04/29/2016,Hookah1,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
04/26/2016,03/04/2016,DMP Ltd.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
04/26/2016,03/18/2016,Atum Do Brasil Captura Industria e Comercio,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
04/26/2016,03/21/2016,"Infusion Options, Inc.",New York District Office,CGMP/Compounded Drugs/Adulterated,Warning Letter
04/26/2016,03/29/2016,"Benedict S. Liao, M.D.",Center for Drug Evaluation and Research,Bioresearch Monitoring Program/IRB,Warning Letter
04/26/2016,04/14/2016,Polydrug Laboratories Pvt. Ltd.,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
04/26/2016,04/21/2016,"Constantine Poulos and Company dba International Foods, Inc.",New England District Office,Acidified Foods/Emergency Permit Control/Adulterated/Misbranded,Warning Letter
04/26/2016,04/21/2016,C K Frozen Fish and Food Inc.,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
04/26/2016,03/23/2016,Pharmaceutical Associates Inc,Center for Drug Evaluation and Research,Failure to Comply with Drug Listing Requirements,Warning Letter
04/26/2016,04/14/2016,Lee Seed Company Inc,Kansas City District Office,Food/Prepared Packed or Held Under Insanitary Conditions/Adulterated,Warning Letter
04/26/2016,04/21/2016,"Rindts Wolf River Dairy, LLC",Minneapolis District Office,Illegal Drug Residue,Warning Letter
04/22/2016,03/10/2016,Essential Pharmacy Compounding,Kansas City District Office,CGMP/Compounded Drugs/Adulterated,Warning Letter
04/21/2016,04/14/2016,http://www.jccigs.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
04/19/2016,03/17/2016,"Lystn, LLC dba Answers Pet Food",Philadelphia District Office,Interstate Commerce/Food/Adulterated,Warning Letter
04/19/2016,04/01/2016,Sri Krishna Pharmaceuticals Ltd. - Unit II,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
04/19/2016,04/07/2016,Oeyama-Moto Cancer Research Foundation IRB,Center for Drug Evaluation and Research,Institutional Review Board-IRB,Warning Letter
04/19/2016,04/12/2016,"Vande Hey, Bruce",Minneapolis District Office,New Animal Drug/Adulterated,Warning Letter
04/18/2016,04/06/2016,Advanced Vision Science Inc,Los Angeles District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
04/12/2016,03/01/2016,"Pikeville Medical Center Inc., Institutional Review Board",Center for Drug Evaluation and Research,Institutional Review Board (IRB),Warning Letter
04/11/2016,10/02/2015,"Hubei Weikang Protective Products Co., Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
04/06/2016,03/30/2016,www.domino.be,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
04/06/2016,03/30/2016,www.smokerlink.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
04/06/2016,03/30/2016,www.dutyfree.io,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
04/06/2016,03/30/2016,Tobacco Depot LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
04/05/2016,02/19/2016,Alexander Neumeister,Center for Drug Evaluation and Research,Clinical Investigator,Warning Letter
04/05/2016,03/10/2016,"Cheta Nand, M.D.",Center for Drug Evaluation and Research,Clinical Investigator,Warning Letter
04/05/2016,03/16/2016,Custom Compounding Center,Dallas District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
04/05/2016,03/21/2016,Derreck Maxey,Dallas District Office,Illegal Drug Residue,Warning Letter
04/05/2016,03/23/2016,The Wellness Pharmacy LLC,Baltimore District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
04/05/2016,03/24/2016,Winner Aviation Corp,Cincinnati District Office,Interstate Conveyance Sanitation Regulations,Warning Letter
04/05/2016,03/28/2016,"Kostechka Dairy, LLC",Minneapolis District Office,New Animal Drug/Adulterated,Warning Letter
04/04/2016,03/31/2016,"Line One Nutrition, Inc",Center for Food Safety and Applied Nutrition,Methylsynephrine/Labeling/Dietary Supplements/False & Misleading/Misbranded,Warning Letter
04/04/2016,03/31/2016,Total Body Nutrition,Center for Food Safety and Applied Nutrition,Methylsynephrine/Labeling/Dietary Supplements/False & Misleading/Misbranded,Warning Letter
04/04/2016,03/31/2016,"Xcel Sports Nutrition, LLC",Center for Food Safety and Applied Nutrition,Methylsynephrine/Labeling/Dietary Supplements/False & Misleading/Misbranded,Warning Letter
04/04/2016,12/09/2015,African Spirit Tobacco Limited,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
04/04/2016,03/22/2016,"Post Winery, Inc.",Dallas District Office,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
03/30/2016,03/31/2016,"NutraClipse, Inc",Center for Food Safety and Applied Nutrition,Methylsynephrine/Labeling/Dietary Supplements/False & Misleading/Misbranded,Warning Letter
03/29/2016,03/17/2016,"Rx Vitamins, Inc",New York District Office,Unapproved New Drugs/Misbranded,Warning Letter
03/29/2016,03/18/2016,"MGH Gourmet, Inc.dba Gourmet Foods, Inc.",San Francisco District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
03/29/2016,03/21/2016,Lupa Gourmet Inc.,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
03/29/2016,03/22/2016,"Casey's Bakery, Inc",Kansas City District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
03/29/2016,03/23/2016,"Burnham Orchards, Inc.",Cincinnati District Office,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
03/29/2016,03/23/2016,"Pressed Juicery, LLC",San Francisco District Office,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
03/28/2016,12/14/2016,Tiger Coco,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
03/28/2016,02/29/2016,Leiter's Compounding,San Francisco District Office,Unapproved New Drug/Compounding/Misbranding/Adulterated,Warning Letter
03/28/2016,03/17/2016,"Saputo Dairy Foods USA, LLC",Baltimore District Office,Low Acid Canned Food Regulation/Adulterated,Warning Letter
03/22/2016,03/10/2015,Triad Isotopes Inc.,Kansas City District Office,CGMP/Compounded Drugs/Adulterated,Warning Letter
03/22/2016,03/03/2016,"Universal Formulas, Inc.",Detroit District Office,New Drugs/Dietary Supplements/Food Labeling/Misbranded,Warning Letter
03/22/2016,03/10/2016,DrNaturalHealing Inc.,Philadelphia District Office,New Drug/Misbranded,Warning Letter
03/22/2016,03/11/2016,Herbal Junction,Seattle District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
03/22/2016,03/16/2016,Black Onyx World LLC dba Alikay Naturals,Florida District Office,Unapproved New Drugs/Misbranded,Warning Letter
03/22/2016,03/17/2016,Terumo Medical Corporation,Baltimore District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
03/22/2016,03/17/2016,MRI Imaging Specialist,Atlanta District Office,Mammography Quality Standards,Warning Letter
03/22/2016,02/24/2016,Weidenhamer And Morin Enterprise,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Section 301(tt) Violation,Warning Letter
03/22/2016,03/13/2016,http://cigs4.me,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
03/21/2016,03/08/2016,Bertrand Bulls,Kansas City District Office,Illegal Drug Residue Animal Tissue/Adulterated,Warning Letter
03/20/2016,03/16/2016,"Shenzhen Foxconn Trade Co., Ltd.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
03/16/2016,10/26/2015,http://www.supercigarettesshop.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
03/16/2016,12/10/2015,TobaccoTrain.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
03/15/2016,02/05/2016,HLS Aquatic Products,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
03/15/2016,03/02/2016,Innovative Sterlization Technologies LLC,Cincinnati District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
03/15/2016,03/03/2016,SureTek Medical,Atlanta District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
03/15/2016,03/03/2016,Emcure Pharmaceuticals Limited,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
