Letter Issue Date,Company Name,Issuing Office,Regulated Product,Subject,Letter Type
10/8/2015,Van Kooten Dairy,Dallas District Office,,,Warning Letter
10/8/2015,www.cheapcigarettesusa.com,Center for Tobacco Products,,,Warning Letter
10/7/2015,NY Smoke Scene Corp.,Center for Tobacco Products,,,Warning Letter
10/7/2015,"Pat's Exotic Beverages, Inc.",New York District Office,,,Warning Letter
10/5/2015,Gentell,Philadelphia District Office,,,Warning Letter
10/5/2015,"Ribon Company, Ltd.",Center for Food Safety and Applied Nutrition,,,Warning Letter
10/2/2015,"Hubei Weikang Protective Products Co., Ltd.",Center for Devices and Radiological Health,,,Warning Letter
10/2/2015,"Gourmet Classic Salads, Inc.",Florida District Office,,,Warning Letter
10/1/2015,New Zealand Seafood Marketing,Los Angeles District Office,,,Warning Letter
10/1/2015,Panoramic Rental Corp.,Detroit District Office,,,Warning Letter
10/1/2015,La Casa del Habano (Hava Havana),Center for Tobacco Products,,,Warning Letter
10/1/2015,MPH Nutrition LLC,Chicago District Office,,,Warning Letter
9/30/2015,Argo Medical Technologies Inc.,Center for Devices and Radiological Health,,,Warning Letter
9/30/2015,St. Jude Medical (CardioMEMS),Atlanta District Office,,,Warning Letter
9/30/2015,"GeoTec, Inc.",New England District Office,,,Warning Letter
9/30/2015,"Banyan Medical, LLC",New England District Office,,,Warning Letter
9/30/2015,Paks Clothiers (dba) Aqua Pure Drinking Water,Los Angeles District Office,,,Warning Letter
9/30/2015,"Merge Healthcare, Inc.",Minneapolis District Office,,,Warning Letter
9/30/2015,"Lusys Laboratories, Inc.",Los Angeles District Office,,,Warning Letter
9/29/2015,Hieber's Pharmacy,Philadelphia District Office,,,Warning Letter
9/29/2015,Hieber's Pharmacy,Philadelphia District Office,,,Warning Letter
9/28/2015,Kirk Farris,Dallas District Office,,,Warning Letter
9/28/2015,Unimark Remedies Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
9/28/2015,"Byron Kramer, Inc.",Denver District Office,,,Warning Letter
9/25/2015,Aros Surgical Instruments Corporation,Los Angeles District Office,,,Warning Letter
9/25/2015,Jerry Ethington Dairy,Los Angeles District Office,,,Warning Letter
9/24/2015,"Medsource, Inc.",New England District Office,,,Warning Letter
9/24/2015,"New Dawn Nutrition, Inc.",Kansas City District Office,,,Warning Letter
9/22/2015,Toque Snuff Limited,Center for Tobacco Products,,,Warning Letter
9/21/2015,"Genesis Biosystems, Inc",Dallas District Office,,,Warning Letter
9/21/2015,East Oceanic International Co Ltd,New York District Office,,,Warning Letter
9/21/2015,TruVision Health LLC,Center for Food Safety and Applied Nutrition,,,Warning Letter
9/18/2015,Double A Dairy,Seattle District Office,,,Warning Letter
9/17/2015,Life Support Development Ltd,Cincinnati District Office,,,Warning Letter
9/17/2015,International Medical Development Corporation,Denver District Office,,,Warning Letter
9/17/2015,Ruby's Quail Farm,Dallas District Office,,,Warning Letter
9/17/2015,Red Mill Farms LLC,Philadelphia District Office,,,Warning Letter
9/16/2015,Ferrosan Medical Devices A/s,Center for Devices and Radiological Health,,,Warning Letter
9/16/2015,Richard W. Weaver,New York District Office,,,Warning Letter
9/16/2015,SwedLex / Swedsnus,Center for Tobacco Products,,,Warning Letter
9/15/2015,St. Joseph Mercy Oakland Instiutional Review Board,Center for Devices and Radiological Health,,,Warning Letter
9/15/2015,Backwoods Food Mfg Co Inc,Dallas District Office,,,Warning Letter
9/15/2015,www.cigoutlet.net,Center for Tobacco Products,,,Warning Letter
9/15/2015,www.cheapcigaretteswebsite.com,Center for Tobacco Products,,,Warning Letter
9/14/2015,"Thai Nippon Rubber Industry Co., Ltd.",Center for Devices and Radiological Health,,,Warning Letter
9/14/2015,Corin Ltd,Center for Devices and Radiological Health,,,Warning Letter
9/9/2015,Green Leaf Tobacco,Center for Tobacco Products,,,Warning Letter
9/9/2015,Richies Produce Inc.,San Juan District Office,,,Warning Letter
9/9/2015,"CMP Industries, Llc",New York District Office,,,Warning Letter
9/8/2015,Central Boeki California Ltd,Los Angeles District Office,,,Warning Letter
9/8/2015,Supermercado Econo Inc. E,San Juan District Office,,,Warning Letter
9/4/2015,"Vertebral Technologies, Inc.",Minneapolis District Office,,,Warning Letter
9/4/2015,Liqin Lin,Center for Tobacco Products,,,Warning Letter
9/4/2015,Jaychem Industries Ltd,Center for Drug Evaluation and Research,,,Warning Letter
9/3/2015,Ortho Clinical Diagnostics Gmbh,Center for Devices and Radiological Health,,,Warning Letter
9/3/2015,Bio-Rad Laboratories GmbH,Center for Devices and Radiological Health,,,Warning Letter
9/3/2015,"Auric Enterprises, Inc. D.B.A. Diack",Detroit District Office,,,Warning Letter
9/3/2015,Rudra Ventures Pvt. Ltd.,Center for Tobacco Products,,,Warning Letter
9/3/2015,www.smokediscounts.net,Center for Tobacco Products,,,Warning Letter
9/2/2015,Van Tibolli Beauty Corp,Florida District Office,,,Warning Letter
9/2/2015,Pan Drugs Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
9/2/2015,MD Cigars LLC,Center for Tobacco Products,,,Warning Letter
9/1/2015,Amico Beds Corporation,Center for Devices and Radiological Health,,,Warning Letter
9/1/2015,D.O.R.C. Intl. B.V.,Center for Devices and Radiological Health,,,Warning Letter
9/1/2015,www.tobaccosmokes.net,Center for Tobacco Products,,,Warning Letter
9/1/2015,Troy Innovative Instruments Inc,Cincinnati District Office,,,Warning Letter
8/31/2015,"Specialty Medicine Compounding Pharmacy, P.C.",Detroit District Office,,,Warning Letter
8/31/2015,Tobacco Inn,Center for Tobacco Products,,,Warning Letter
8/31/2015,Busch-Kearn Inc./Robert Busche and Jim Kearney,Center for Tobacco Products,,,Warning Letter
8/31/2015,"El Fumador Cigars Pipes Tobacco, Inc.",Center for Tobacco Products,,,Warning Letter
8/31/2015,"Elmec Industries, Inc.",San Juan District Office,,,Warning Letter
8/31/2015,Kandagis Inc. d.b.a. Gourmet Factory,New York District Office,,,Warning Letter
8/31/2015,Indian River Tobacco Traders LLC,Center for Tobacco Products,,,Warning Letter
8/31/2015,www.smokesky.net,Center for Tobacco Products,,,Warning Letter
8/28/2015,"Global Medical Production Co., Ltd.",Center for Devices and Radiological Health,,,Warning Letter
8/28/2015,www.cheapcigarettes4all.com,Center for Tobacco Products,,,Warning Letter
8/28/2015,Gialive SA de CV,Center for Food Safety and Applied Nutrition,,,Warning Letter
8/27/2015,Walgreens Infusion Services,Dallas District Office,,,Warning Letter
8/27/2015,"Ultroid Technologies, Inc.",Florida District Office,,,Warning Letter
8/27/2015,Apis Vida Industria e Comercio Produtos Farmaceuticos Ltda,Center for Food Safety and Applied Nutrition,,,Warning Letter
8/27/2015,www.cigmall.biz,Center for Tobacco Products,,,Warning Letter
8/27/2015,Kreativ Health Inc Dba Natural Food Supplements,Center for Food Safety and Applied Nutrition,,,Warning Letter
8/27/2015,www.cigsclub.net,Center for Tobacco Products,,,Warning Letter
8/27/2015,PureBulk,Center for Food Safety and Applied Nutrition,,,Warning Letter
8/27/2015,Smartpowders,Center for Food Safety and Applied Nutrition,,,Warning Letter
8/27/2015,Bridge City LLC,Center for Food Safety and Applied Nutrition,,,Warning Letter
8/27/2015,Hard Eight Nutrition LLC,Center for Food Safety and Applied Nutrition,,,Warning Letter
8/27/2015,http://www.eu-cigs.com,Center for Tobacco Products,,,Warning Letter
8/27/2015,"Bill's Quick Mart, Inc.",Center for Tobacco Products,,,Warning Letter
8/27/2015,www.cheapeucigarettes.com,Center for Tobacco Products,,,Warning Letter
8/27/2015,www.onlinecigstore.net,Center for Tobacco Products,,,Warning Letter
8/27/2015,"ITG Brands, LLC",Center for Tobacco Products,,,Warning Letter
8/27/2015,"Santa Fe Natural Tobacco Company, Inc.",Center for Tobacco Products,,,Warning Letter
8/27/2015,"Sherman's 1400 Broadway, N.Y.C. Ltd.",Center for Tobacco Products,,,Warning Letter
8/26/2015,Cellestis Inc,Los Angeles District Office,,,Warning Letter
8/24/2015,Universal Pasteurization LLC,Dallas District Office,,,Warning Letter
8/24/2015,Interpage Co.,New York District Office,,,Warning Letter
8/24/2015,"Rapid Diagnostics, Division Of Mp Biomedicals, Llc",San Francisco District Office,,,Warning Letter
8/21/2015,tobaccovip.com,Center for Tobacco Products,,,Warning Letter
8/21/2015,"Pleasant Valley Farms of Berkshire, LLC",New England District Office,,,Warning Letter
8/21/2015,www.cigseasy.net,Center for Tobacco Products,,,Warning Letter
8/21/2015,Oxboro Tobacco & Cigars,Center for Tobacco Products,,,Warning Letter
8/20/2015,Civic Center Pharmacy,Los Angeles District Office,,,Warning Letter
8/20/2015,NCS Pearson,Center for Devices and Radiological Health,,,Warning Letter
8/20/2015,Arden's Garden,Atlanta District Office,,,Warning Letter
8/18/2015,www.onlycigs.net,Center for Tobacco Products,,,Warning Letter
8/18/2015,Tobacco Barn Tucson,Center for Tobacco Products,,,Warning Letter
8/18/2015,"Main Street Cafe Bloomer, LLC",Minneapolis District Office,,,Warning Letter
8/18/2015,Alchem USA,Center for Tobacco Products,,,Warning Letter
8/18/2015,www.usacigs.net,Center for Tobacco Products,,,Warning Letter
8/18/2015,"Bageladies, LLC",Baltimore District Office,,,Warning Letter
8/17/2015,"Good Seed, Inc.",Baltimore District Office,,,Warning Letter
8/14/2015,"Guilin Zizhu Latex Co., Ltd",Center for Devices and Radiological Health,,,Warning Letter
8/14/2015,Tecres S.p.A.,Center for Devices and Radiological Health,,,Warning Letter
8/14/2015,Chaotic Labz,Dallas District Office,,,Warning Letter
8/14/2015,Hartford Provision Company Inc. d/b/a HPC Foodservice,New England District Office,,,Warning Letter
8/12/2015,Procesamiento Especializado De Alimentos S.A.P.I. De C.V.,Center for Food Safety and Applied Nutrition,,,Warning Letter
8/12/2015,www.smokerslobby.com,Center for Tobacco Products,,,Warning Letter
8/12/2015,Olympus Corporation of the Americas,Center for Devices and Radiological Health,,,Warning Letter
8/12/2015,Hoya Corporation,Center for Devices and Radiological Health,,,Warning Letter
8/12/2015,"Fujifilm Medical Systems U.S.A., Inc.",Center for Devices and Radiological Health,,,Warning Letter
8/12/2015,Shah Poran Distributors Inc,New York District Office,,,Warning Letter
8/12/2015,Hampton Creek Foods,Center for Food Safety and Applied Nutrition,,,Warning Letter
8/11/2015,Coram Healthcare Corp. of Indiana,Detroit District Office,,,Warning Letter
8/10/2015,Transdermal Cap Inc.,Cincinnati District Office,,,Warning Letter
8/10/2015,Nickerson Brothers,New York District Office,,,Warning Letter
8/7/2015,Cardiac Designs Inc.,Dallas District Office,,,Warning Letter
8/7/2015,Briar Patch Loehmann's,Center for Tobacco Products,,,Warning Letter
8/7/2015,Amarico SA,Center for Tobacco Products,,,Warning Letter
8/7/2015,www.discount4cigs.com,Center for Tobacco Products,,,Warning Letter
8/7/2015,www.buy200cigs.com,Center for Tobacco Products,,,Warning Letter
8/6/2015,"APK Technology Co., Ltd.",Center for Devices and Radiological Health,,,Warning Letter
8/6/2015,Mylan Laboratories Limited,Center for Drug Evaluation and Research,,,Warning Letter
8/6/2015,"MWT Materials, Inc.",New Jersey District Office,,,Warning Letter
8/5/2015,Sunland Dairy LLC,Los Angeles District Office,,,Warning Letter
8/4/2015,Frito Lay Inc,New Orleans District Office,,,Warning Letter
8/4/2015,P&S Ravioli Company,Philadelphia District Office,,,Warning Letter
8/3/2015,Keshodwala Foods,Center for Food Safety and Applied Nutrition,,,Warning Letter
8/3/2015,Chocolates Garoto S.A.,Center for Food Safety and Applied Nutrition,,,Warning Letter
7/31/2015,"R Thomas Marketing, LLC",New York District Office,,,Warning Letter
7/31/2015,"Ten Ren Tea Company of San Francisco, Ltd",San Francisco District Office,,,Warning Letter
7/30/2015,"American Family Pharmacy, LLC",Detroit District Office,,,Warning Letter
7/30/2015,"South Fork Farms, LLC",Detroit District Office,,,Warning Letter
7/30/2015,"Royal Case Co., Inc.",Dallas District Office,,,Warning Letter
7/30/2015,Rupert Veterinary Clinic,New York District Office,,,Warning Letter
7/29/2015,"Maxwell Farms, LLC",New York District Office,,,Warning Letter
7/29/2015,Woody Hill Farms,New York District Office,,,Warning Letter
7/29/2015,Cane S.p.A.,Center for Devices and Radiological Health,,,Warning Letter
7/29/2015,Prime Health Products,Center for Food Safety and Applied Nutrition,,,Warning Letter
7/29/2015,MGM Cattle Co. LTD,Dallas District Office,,,Warning Letter
7/29/2015,Lime Crime,Center for Food Safety and Applied Nutrition,,,Warning Letter
7/29/2015,www.cheapcigarettessite.com,Center for Tobacco Products,,,Warning Letter
7/28/2015,Michael Zakany LLC,Cincinnati District Office,,,Warning Letter
7/24/2015,Tribal Discounts,Center for Tobacco Products,,,Warning Letter
7/24/2015,www.buyclovecigarettes.com,Center for Tobacco Products,,,Warning Letter
7/23/2015,"Beijing KES Biology Technology Co., Ltd.",Center for Devices and Radiological Health,,,Warning Letter
7/23/2015,Cepheid Ab,Center for Devices and Radiological Health,,,Warning Letter
7/23/2015,"Gallman Farms, LLC",Cincinnati District Office,,,Warning Letter
7/23/2015,"Stat Medical Devices, Inc.",Florida District Office,,,Warning Letter
7/23/2015,Sipra Labs Limited,Center for Drug Evaluation and Research,,,Warning Letter
7/23/2015,www.200cigs.net,Center for Tobacco Products,,,Warning Letter
7/22/2015,"One Way Drug, LLC",San Francisco District Office,,,Warning Letter
7/22/2015,"T. Ho Foods, Inc.",New Orleans District Office,,,Warning Letter
7/21/2015,Pamonharia do Aguinaldo Ltda.,Center for Food Safety and Applied Nutrition,,,Warning Letter
7/21/2015,"Riley, Jason",Minneapolis District Office,,,Warning Letter
7/16/2015,http://www.cigars-habanos.com,Center for Tobacco Products,,,Warning Letter
7/16/2015,"Alphatec Spine, Inc.",Los Angeles District Office,,,Warning Letter
7/16/2015,LaCausa Inc. dba Kim Nguan Trading,Los Angeles District Office,,,Warning Letter
7/14/2015,"R-Dream Farms, LLC.",Philadelphia District Office,,,Warning Letter
7/13/2015,Wonder Natural Foods Corp.,Center for Food Safety and Applied Nutrition,,,Warning Letter
7/13/2015,"Michlin, Bernard A., MD",Center for Drug Evaluation and Research,,,Warning Letter
7/13/2015,Garnett Livestock,Dallas District Office,,,Warning Letter
7/13/2015,Mahendra Chemicals,Center for Drug Evaluation and Research,,,Warning Letter
7/13/2015,"Ham Produce & Seafood, Inc.",San Francisco District Office,,,Warning Letter
7/13/2015,"Bharat Bazar, Inc.",San Francisco District Office,,,Warning Letter
7/13/2015,"C.R. Bard, Inc.",Los Angeles District Office,,,Warning Letter
7/9/2015,"Lazzaro, Marc, MD",Center for Devices and Radiological Health,,,Warning Letter
7/9/2015,Hoof Health LLC dba Hoof Effects,Minneapolis District Office,,,Warning Letter
7/8/2015,"Butterfield Dairy, LLC",Los Angeles District Office,,,Warning Letter
7/8/2015,www.kiwicigs.com,Center for Tobacco Products,,,Warning Letter
7/8/2015,www.guarde.info,Center for Tobacco Products,,,Warning Letter
7/8/2015,Long Beach Cigars and Tobacco,Center for Tobacco Products,,,Warning Letter
7/8/2015,"Oasis Brands, Inc",Florida District Office,,,Warning Letter
7/6/2015,HomeopathyStore.com,Center for Biologics Evaluation and Research,,,Warning Letter
7/6/2015,"KRS Global Biotechnology, Inc",Florida District Office,,,Warning Letter
7/1/2015,Kalloni S.A.,Center for Food Safety and Applied Nutrition,,,Warning Letter
7/1/2015,"Mikakuto Co.,Ltd.",Center for Food Safety and Applied Nutrition,,,Warning Letter
6/30/2015,Crocker Spinal Technologies Inc,Center for Devices and Radiological Health,,,Warning Letter
6/30/2015,www.beclassifieds.com,Center for Tobacco Products,,,Warning Letter
6/30/2015,www.cigonlineshop.com,Center for Tobacco Products,,,Warning Letter
6/30/2015,"Vander Hoff Bros. Dairy, L.L.C.",Detroit District Office,,,Warning Letter
6/29/2015,"Haitai, Inc.",Los Angeles District Office,,,Warning Letter
6/29/2015,Innovative Biodefense Inc.,Los Angeles District Office,,,Warning Letter
6/29/2015,"Gross, Howard M. M.D.",Center for Drug Evaluation and Research,,,Warning Letter
6/26/2015,Herrington Farms Inc.,New York District Office,,,Warning Letter
6/26/2015,Raymond-Hadley Corp.,New York District Office,,,Warning Letter
6/25/2015,"Gladys' Seafood, Inc.",Dallas District Office,,,Warning Letter
6/25/2015,2000cigs.com,Center for Tobacco Products,,,Warning Letter
6/25/2015,SCA Pharmaceuticals,Dallas District Office,,,Warning Letter
6/22/2015,Wuxi Kaili Pharmaceutical Company LTD.,Center for Drug Evaluation and Research,,,Warning Letter
6/22/2015,Jiangsu ZW Pharmaceuticals Co. Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
6/22/2015,EUROMI S.A.,Center for Devices and Radiological Health,,,Warning Letter
